concept:name,org:resource,Activity,Resource,@@startevent_concept:name,@@startevent_org:resource,@@startevent_Activity,@@startevent_Resource,start_timestamp,time:timestamp,@@duration,case:concept:name,case:variant,case:variant-index,case:creator
Analyze Quotation Comparison Map,Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,2011-06-22 06:55:00-05:00,2011-06-22 07:27:00-05:00,1920.0,1146,Variant 2,2,Fluxicon Disco
Choose best option,Immanuel Karagianni,Choose best option,Immanuel Karagianni,Choose best option,Immanuel Karagianni,Choose best option,Immanuel Karagianni,2011-06-22 07:27:00-05:00,2011-06-22 07:27:00-05:00,0.0,1146,Variant 2,2,Fluxicon Disco
Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,2011-06-22 13:19:00-05:00,2011-06-22 19:24:00-05:00,21900.0,1146,Variant 2,2,Fluxicon Disco
Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,2011-06-23 01:09:00-05:00,2011-06-23 01:21:00-05:00,720.0,1146,Variant 2,2,Fluxicon Disco
Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,2011-06-24 06:10:00-05:00,2011-06-24 06:42:00-05:00,1920.0,1146,Variant 2,2,Fluxicon Disco
Deliver Goods Services,Carmen Finacse,Deliver Goods Services,Carmen Finacse,Deliver Goods Services,Carmen Finacse,Deliver Goods Services,Carmen Finacse,2011-06-26 16:40:00-05:00,2011-06-27 22:04:00-05:00,105840.0,1146,Variant 2,2,Fluxicon Disco
Release Purchase Order,Alberto Duport,Release Purchase Order,Alberto Duport,Release Purchase Order,Alberto Duport,Release Purchase Order,Alberto Duport,2011-06-28 05:37:00-05:00,2011-06-28 05:38:00-05:00,60.0,1146,Variant 2,2,Fluxicon Disco
Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,2011-06-28 10:34:00-05:00,2011-06-28 10:35:00-05:00,60.0,1146,Variant 2,2,Fluxicon Disco
Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,Send Invoice,Esmeralda Clay,2011-06-28 16:50:00-05:00,2011-06-28 16:50:00-05:00,0.0,1146,Variant 2,2,Fluxicon Disco
Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,2011-06-29 07:06:00-05:00,2011-06-29 07:09:00-05:00,180.0,1146,Variant 2,2,Fluxicon Disco
Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-06-29 07:09:00-05:00,2011-06-29 07:09:00-05:00,0.0,1146,Variant 2,2,Fluxicon Disco
Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Pay Invoice,Karalda Nimwada,2011-06-29 07:28:00-05:00,2011-06-29 07:34:00-05:00,360.0,1146,Variant 2,2,Fluxicon Disco
Create Purchase Requisition,Clement Duchot,Create Purchase Requisition,Clement Duchot,Create Purchase Requisition,Clement Duchot,Create Purchase Requisition,Clement Duchot,2011-06-17 01:38:00-05:00,2011-06-17 02:32:00-05:00,3240.0,1151,Variant 4,4,Fluxicon Disco
Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,2011-06-17 20:21:00-05:00,2011-06-17 20:26:00-05:00,300.0,1151,Variant 4,4,Fluxicon Disco
Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,2011-06-17 20:30:00-05:00,2011-06-17 20:31:00-05:00,60.0,1151,Variant 4,4,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-06-17 23:59:00-05:00,2011-06-18 00:16:00-05:00,1020.0,1151,Variant 4,4,Fluxicon Disco
Create Purchase Requisition,Anne Olwada,Create Purchase Requisition,Anne Olwada,Create Purchase Requisition,Anne Olwada,Create Purchase Requisition,Anne Olwada,2011-06-17 08:26:00-05:00,2011-06-17 09:01:00-05:00,2100.0,1153,Variant 3,3,Fluxicon Disco
Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,2011-06-17 23:09:00-05:00,2011-06-17 23:14:00-05:00,300.0,1153,Variant 3,3,Fluxicon Disco
Create Purchase Requisition,Penn Osterwalder,Create Purchase Requisition,Penn Osterwalder,Create Purchase Requisition,Penn Osterwalder,Create Purchase Requisition,Penn Osterwalder,2011-06-17 18:09:00-05:00,2011-06-17 18:30:00-05:00,1260.0,1158,Variant 4,4,Fluxicon Disco
Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,2011-06-18 12:40:00-05:00,2011-06-18 12:48:00-05:00,480.0,1158,Variant 4,4,Fluxicon Disco
Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,2011-06-18 12:56:00-05:00,2011-06-18 12:58:00-05:00,120.0,1158,Variant 4,4,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-06-22 00:38:00-05:00,2011-06-22 01:21:00-05:00,2580.0,1158,Variant 4,4,Fluxicon Disco
Create Purchase Requisition,Fjodor Kowalski,Create Purchase Requisition,Fjodor Kowalski,Create Purchase Requisition,Fjodor Kowalski,Create Purchase Requisition,Fjodor Kowalski,2011-06-18 05:48:00-05:00,2011-06-18 06:13:00-05:00,1500.0,1160,Variant 40,40,Fluxicon Disco
Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,Analyze Purchase Requisition,Francis Odell,2011-06-19 03:55:00-05:00,2011-06-19 04:01:00-05:00,360.0,1160,Variant 40,40,Fluxicon Disco
Create Request for Quotation,Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,Maris Freeman,Create Request for Quotation,Maris Freeman,2011-06-19 04:08:00-05:00,2011-06-19 04:11:00-05:00,180.0,1160,Variant 40,40,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-06-21 23:18:00-05:00,2011-06-21 23:40:00-05:00,1320.0,1160,Variant 40,40,Fluxicon Disco
Amend Request for Quotation,Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,2011-06-22 00:33:00-05:00,2011-06-22 00:40:00-05:00,420.0,1160,Variant 40,40,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-06-22 03:40:00-05:00,2011-06-22 03:58:00-05:00,1080.0,1160,Variant 40,40,Fluxicon Disco
Amend Request for Quotation,Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,Amend Request for Quotation,Immanuel Karagianni,2011-06-22 04:52:00-05:00,2011-06-22 05:07:00-05:00,900.0,1160,Variant 40,40,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-07-05 13:06:00-05:00,2011-07-05 13:30:00-05:00,1440.0,1160,Variant 40,40,Fluxicon Disco
Amend Request for Quotation,Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,2011-07-05 14:17:00-05:00,2011-07-05 14:31:00-05:00,840.0,1160,Variant 40,40,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-08-08 12:10:00-05:00,2011-08-08 12:40:00-05:00,1800.0,1160,Variant 40,40,Fluxicon Disco
Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,2011-08-08 13:34:00-05:00,2011-08-08 13:46:00-05:00,720.0,1160,Variant 40,40,Fluxicon Disco
Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,2011-08-23 06:22:00-05:00,2011-08-23 06:53:00-05:00,1860.0,1160,Variant 40,40,Fluxicon Disco
Amend Request for Quotation,Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,Amend Request for Quotation,Penn Osterwalder,2011-08-23 07:39:00-05:00,2011-08-23 07:52:00-05:00,780.0,1160,Variant 40,40,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-09-07 19:23:00-05:00,2011-09-07 19:53:00-05:00,1800.0,1160,Variant 40,40,Fluxicon Disco
Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,2011-09-08 08:46:00-05:00,2011-09-08 09:11:00-05:00,1500.0,1160,Variant 40,40,Fluxicon Disco
Create Quotation comparison Map,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,2011-09-08 13:55:00-05:00,2011-09-08 16:01:00-05:00,7560.0,1160,Variant 40,40,Fluxicon Disco
Analyze Quotation Comparison Map,Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,2011-09-08 22:44:00-05:00,2011-09-08 23:01:00-05:00,1020.0,1160,Variant 40,40,Fluxicon Disco
Choose best option,Anne Olwada,Choose best option,Anne Olwada,Choose best option,Anne Olwada,Choose best option,Anne Olwada,2011-09-08 23:01:00-05:00,2011-09-08 23:01:00-05:00,0.0,1160,Variant 40,40,Fluxicon Disco
Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,2011-09-10 00:11:00-05:00,2011-09-10 08:34:00-05:00,30180.0,1160,Variant 40,40,Fluxicon Disco
Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,2011-09-10 10:57:00-05:00,2011-09-10 11:09:00-05:00,720.0,1160,Variant 40,40,Fluxicon Disco
Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,Confirm Purchase Order,Sean Manney,2011-09-13 09:43:00-05:00,2011-09-13 10:01:00-05:00,1080.0,1160,Variant 40,40,Fluxicon Disco
Deliver Goods Services,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,2011-09-28 19:42:00-05:00,2011-09-29 00:38:00-05:00,17760.0,1160,Variant 40,40,Fluxicon Disco
Release Purchase Order,Elvira Lores,Release Purchase Order,Elvira Lores,Release Purchase Order,Elvira Lores,Release Purchase Order,Elvira Lores,2011-09-29 08:45:00-05:00,2011-09-29 08:46:00-05:00,60.0,1160,Variant 40,40,Fluxicon Disco
Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,2011-09-29 15:00:00-05:00,2011-09-29 15:01:00-05:00,60.0,1160,Variant 40,40,Fluxicon Disco
Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,Send Invoice,Kiu Kan,2011-10-03 06:30:00-05:00,2011-10-03 06:30:00-05:00,0.0,1160,Variant 40,40,Fluxicon Disco
Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,2011-10-03 20:49:00-05:00,2011-10-03 20:55:00-05:00,360.0,1160,Variant 40,40,Fluxicon Disco
Settle Dispute With Supplier,Karalda Nimwada,Settle Dispute With Supplier,Karalda Nimwada,Settle Dispute With Supplier,Karalda Nimwada,Settle Dispute With Supplier,Karalda Nimwada,2011-10-03 21:03:00-05:00,2011-10-03 21:33:00-05:00,1800.0,1160,Variant 40,40,Fluxicon Disco
Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,2011-10-03 21:33:00-05:00,2011-10-03 21:33:00-05:00,0.0,1160,Variant 40,40,Fluxicon Disco
Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,Pay Invoice,Pedro Alvares,2011-10-03 22:32:00-05:00,2011-10-03 22:38:00-05:00,360.0,1160,Variant 40,40,Fluxicon Disco
Create Purchase Requisition,Alberto Duport,Create Purchase Requisition,Alberto Duport,Create Purchase Requisition,Alberto Duport,Create Purchase Requisition,Alberto Duport,2011-06-18 06:16:00-05:00,2011-06-18 07:02:00-05:00,2760.0,1161,Variant 13,13,Fluxicon Disco
Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,2011-06-18 21:17:00-05:00,2011-06-18 21:21:00-05:00,240.0,1161,Variant 13,13,Fluxicon Disco
Create Request for Quotation,Francis Odell,Create Request for Quotation,Francis Odell,Create Request for Quotation,Francis Odell,Create Request for Quotation,Francis Odell,2011-06-18 21:28:00-05:00,2011-06-18 21:31:00-05:00,180.0,1161,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,2011-07-22 05:49:00-05:00,2011-07-22 06:17:00-05:00,1680.0,1161,Variant 13,13,Fluxicon Disco
Amend Request for Quotation,Anna Kaufmann,Amend Request for Quotation,Anna Kaufmann,Amend Request for Quotation,Anna Kaufmann,Amend Request for Quotation,Anna Kaufmann,2011-07-22 07:13:00-05:00,2011-07-22 07:18:00-05:00,300.0,1161,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Analyze Request for Quotation,Karel de Groot,2011-08-05 21:17:00-05:00,2011-08-05 21:44:00-05:00,1620.0,1161,Variant 13,13,Fluxicon Disco
Amend Request for Quotation,Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,Amend Request for Quotation,Nico Ojenbeer,2011-08-05 22:36:00-05:00,2011-08-05 22:47:00-05:00,660.0,1161,Variant 13,13,Fluxicon Disco
Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,2011-08-28 05:01:00-05:00,2011-08-28 05:35:00-05:00,2040.0,1161,Variant 13,13,Fluxicon Disco
Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,2011-08-29 01:03:00-05:00,2011-08-29 01:39:00-05:00,2160.0,1161,Variant 13,13,Fluxicon Disco
Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,2011-09-01 04:06:00-05:00,2011-09-01 06:24:00-05:00,8280.0,1161,Variant 13,13,Fluxicon Disco
Analyze Quotation Comparison Map,Nico Ojenbeer,Analyze Quotation Comparison Map,Nico Ojenbeer,Analyze Quotation Comparison Map,Nico Ojenbeer,Analyze Quotation Comparison Map,Nico Ojenbeer,2011-09-01 12:59:00-05:00,2011-09-01 13:13:00-05:00,840.0,1161,Variant 13,13,Fluxicon Disco
Choose best option,Nico Ojenbeer,Choose best option,Nico Ojenbeer,Choose best option,Nico Ojenbeer,Choose best option,Nico Ojenbeer,2011-09-01 13:13:00-05:00,2011-09-01 13:13:00-05:00,0.0,1161,Variant 13,13,Fluxicon Disco
Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,2011-09-01 16:13:00-05:00,2011-09-01 23:55:00-05:00,27720.0,1161,Variant 13,13,Fluxicon Disco
Create Purchase Order,Francois de Perrier,Create Purchase Order,Francois de Perrier,Create Purchase Order,Francois de Perrier,Create Purchase Order,Francois de Perrier,2011-09-02 05:28:00-05:00,2011-09-02 05:36:00-05:00,480.0,1161,Variant 13,13,Fluxicon Disco
Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,2011-09-09 02:25:00-05:00,2011-09-09 02:49:00-05:00,1440.0,1161,Variant 13,13,Fluxicon Disco
Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,Deliver Goods Services,Sean Manney,2011-09-18 20:01:00-05:00,2011-09-20 15:45:00-05:00,157440.0,1161,Variant 13,13,Fluxicon Disco
Release Purchase Order,Anne Olwada,Release Purchase Order,Anne Olwada,Release Purchase Order,Anne Olwada,Release Purchase Order,Anne Olwada,2011-09-20 23:07:00-05:00,2011-09-20 23:08:00-05:00,60.0,1161,Variant 13,13,Fluxicon Disco
Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,2011-09-21 08:30:00-05:00,2011-09-21 08:31:00-05:00,60.0,1161,Variant 13,13,Fluxicon Disco
Send Invoice,Karen Clarens,Send Invoice,Karen Clarens,Send Invoice,Karen Clarens,Send Invoice,Karen Clarens,2011-09-26 06:24:00-05:00,2011-09-26 06:24:00-05:00,0.0,1161,Variant 13,13,Fluxicon Disco
Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,2011-09-26 20:49:00-05:00,2011-09-26 20:53:00-05:00,240.0,1161,Variant 13,13,Fluxicon Disco
Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,2011-09-26 20:53:00-05:00,2011-09-26 20:53:00-05:00,0.0,1161,Variant 13,13,Fluxicon Disco
